Date,Open,High,Low,Close,Adj Close,Volume
2019-01-17,56.049999,56.900002,56.000000,56.250000,56.250000,168683
2019-01-18,56.750000,56.950001,56.200001,56.250000,56.250000,176228
2019-01-21,56.200001,56.799999,56.000000,56.700001,56.700001,142238
2019-01-22,56.700001,57.750000,56.599998,57.650002,57.650002,269430
2019-01-23,57.799999,57.799999,57.000000,57.099998,57.099998,201968
2019-01-24,57.200001,57.799999,57.049999,57.150002,57.150002,136556
2019-01-25,57.099998,57.799999,57.099998,57.400002,57.400002,137648
2019-01-28,57.700001,57.849998,57.099998,57.299999,57.299999,209693
2019-01-29,57.549999,58.700001,57.549999,58.500000,58.500000,244008
2019-01-30,58.549999,58.799999,58.150002,58.299999,58.299999,247476
2019-01-31,58.400002,59.849998,58.400002,59.500000,59.500000,379446
2019-02-01,59.799999,59.900002,59.099998,59.549999,59.549999,255995
2019-02-04,59.950001,59.950001,58.650002,59.200001,59.200001,244600
2019-02-05,60.000000,60.000000,56.950001,58.500000,58.500000,861087
2019-02-06,58.549999,60.049999,58.250000,59.450001,59.450001,278556
2019-02-07,59.500000,59.849998,58.299999,58.599998,58.599998,270999
2019-02-08,58.450001,58.650002,57.900002,58.450001,58.450001,210864
2019-02-11,58.500000,59.250000,58.450001,58.900002,58.900002,227473
2019-02-12,59.000000,59.400002,58.150002,58.500000,58.500000,273595
2019-02-13,58.599998,59.150002,58.099998,58.450001,58.450001,131317
2019-02-14,58.450001,59.500000,58.450001,59.000000,59.000000,305188
2019-02-15,59.049999,59.950001,58.650002,59.950001,59.950001,372051
2019-02-18,59.750000,60.349998,59.299999,59.450001,59.450001,158145
2019-02-19,59.349998,59.500000,58.849998,58.950001,58.950001,86192
2019-02-20,59.099998,60.299999,59.099998,59.849998,59.849998,339840
2019-02-21,59.849998,59.849998,59.200001,59.200001,59.200001,149410
2019-02-22,59.299999,60.400002,59.200001,59.799999,59.799999,137791
2019-02-25,59.799999,60.349998,59.450001,59.900002,59.900002,152185
2019-02-26,60.000000,60.000000,59.400002,59.549999,59.549999,222588
2019-02-27,59.549999,59.799999,59.049999,59.650002,59.650002,210197
2019-02-28,59.650002,59.950001,59.099998,59.950001,59.950001,314637
2019-03-01,60.400002,60.500000,59.599998,59.650002,59.650002,157961
2019-03-04,59.700001,60.150002,59.700001,59.799999,59.799999,177533
2019-03-05,59.799999,60.150002,59.650002,59.950001,59.950001,219368
2019-03-06,59.950001,59.950001,59.000000,59.549999,59.549999,525760
2019-03-07,59.500000,59.700001,58.950001,59.400002,59.400002,358309
2019-03-08,59.250000,59.500000,58.650002,59.250000,59.250000,133434
2019-03-11,59.250000,59.750000,58.799999,58.900002,58.900002,281854
2019-03-12,59.150002,59.900002,59.000000,59.549999,59.549999,135291
2019-03-13,59.849998,61.299999,59.599998,60.349998,60.349998,397915
2019-03-14,60.549999,61.799999,60.500000,60.950001,60.950001,745548
2019-03-15,58.000000,58.700001,58.000000,58.200001,58.200001,19894699
2019-03-18,58.299999,58.849998,58.299999,58.500000,58.500000,788487
2019-03-19,58.650002,59.299999,58.400002,58.950001,58.950001,841316
2019-03-20,59.200001,59.200001,58.349998,58.700001,58.700001,921732
2019-03-21,58.650002,58.700001,58.000000,58.049999,58.049999,678987
2019-03-22,58.150002,58.150002,57.099998,57.099998,57.099998,1008029
